# Airports and military airfields. Source: OurAirports (public domain), filtered to
# large/medium airports plus military airfields. Columns: code,lat,lon,type,flags
# code is the ICAO identifier, never IATA: the METAR fetch keys on it, and a mixed column
# already burned once -- Hostomel carried ICAO while Zhuliany carried IATA, and nothing could
# tell which was which. A handful of fields with no ICAO anywhere keep their local code.
# flags is a bitfield: 1 = military, 2 = helipad (rotorcraft only). It picks the pictogram
# on the dial -- see render/SiteGlyph.kt -- and nothing else; ranking is by type alone.
# No record carries flag 2 yet: the source extract has no heliports in it. Adding them is a
# data job, not a code one -- the helicopter silhouette is already wired up and tested.
CYCP,52.11670,-119.28300,0,0
CYCQ,55.68720,-121.62700,0,0
CYDA,64.04310,-139.12801,0,0
CYDB,61.37110,-139.04100,0,0
CYDF,49.20816,-57.39615,0,0
CYDM,61.97060,-132.42300,0,0
CYDN,51.10080,-100.05200,0,0
CYDO,48.77850,-72.37500,0,0
CYDQ,55.74124,-120.18326,0,0
CYEE,44.68330,-79.92830,0,0
CYEG,53.30970,-113.58000,0,0
CYEL,46.35140,-82.56140,0,0
CYEM,45.84244,-81.85760,0,0
CYEN,49.21030,-102.96600,0,0
CYET,53.57890,-116.46500,0,0
CYEV,68.30420,-133.48300,0,0
CYEY,48.56390,-78.24970,0,0
CYFB,63.75640,-68.55580,0,0
CYFC,45.86870,-66.52989,0,0
CYFD,43.13140,-80.34250,0,0
CYFE,48.74610,-69.09720,0,0
CYFJ,46.40940,-74.78000,0,0
CYFR,61.18080,-113.69000,0,0
CYFS,61.76020,-121.23700,0,0
CYGD,43.76690,-81.71060,0,0
CYGE,51.29920,-116.98200,0,0
CYGK,44.22530,-76.59690,0,0
CYGL,53.62530,-77.70420,0,0
CYGM,50.62810,-97.04330,0,0
CYGP,48.77492,-64.48189,0,0
CYGQ,49.77830,-86.93940,0,0
CYGR,47.42524,-61.77861,0,0
CYGV,50.28190,-63.61140,0,0
CYGW,55.28190,-77.76530,0,0
CYHD,49.83170,-92.74420,0,0
CYHF,49.71420,-83.68610,0,0
CYHM,43.17348,-79.93118,0,0
CYHN,49.19310,-84.75890,0,0
CYHT,60.78920,-137.54601,0,0
CYHU,45.51750,-73.41690,0,0
CYHY,60.83970,-115.78300,0,0
CYHZ,44.88080,-63.50860,0,0
CYIB,48.77390,-91.63860,0,0
CYID,44.54585,-65.78542,0,0
CYIF,51.21170,-58.65830,0,0
CYIV,53.85720,-94.65360,0,0
CYJF,60.23580,-123.46900,0,0
CYJN,45.29440,-73.28110,0,0
CYJT,48.54339,-58.55289,0,0
CYKA,50.70304,-120.44864,0,0
CYKF,43.46080,-80.37860,0,0
CYKJ,57.25610,-105.61800,0,0
CYKL,54.80530,-66.80530,0,0
CYKM,44.20140,-81.60670,0,0
CYKX,48.21030,-79.98140,0,0
CYKY,51.51750,-109.18100,0,0
CYLD,47.82000,-83.34670,0,0
CYLJ,54.12530,-108.52300,0,0
CYLL,53.30920,-110.07300,0,0
CYLR,56.51330,-99.98530,0,0
CYLS,44.48506,-79.55466,0,0
CYLT,82.51726,-62.28304,0,0
CYLW,49.95610,-119.37800,0,0
CYMA,63.61640,-135.86800,0,0
CYME,48.85690,-67.45330,0,0
CYMG,49.08390,-85.86060,0,0
CYMJ,50.33030,-105.55900,0,0
CYML,47.59750,-70.22390,0,0
CYMM,56.65330,-111.22200,0,0
CYMO,51.29110,-80.60780,0,0
CYMT,49.77190,-74.52810,0,0
CYMX,45.67950,-74.03870,0,0
CYNA,50.19011,-61.78898,0,0
CYND,45.52170,-75.56360,0,0
CYNJ,49.10080,-122.63100,0,0
CYNL,58.27670,-104.08200,0,0
CYNM,49.76170,-77.80280,0,0
CYNN,59.48750,-97.78030,0,0
CYOA,64.69890,-110.61500,0,0
CYOD,54.40500,-110.27900,0,0
CYOJ,58.62140,-117.16500,0,0
CYOO,43.92280,-78.89500,0,0
CYOP,58.49140,-119.40800,0,0
CYOS,44.59030,-80.83750,0,0
CYOW,45.32250,-75.66920,0,0
CYPA,53.21420,-105.67300,0,0
CYPD,45.65670,-61.36810,0,0
CYPE,56.22690,-117.44700,0,0
CYPG,49.90310,-98.27382,0,0
CYPK,49.21488,-122.70929,0,0
CYPL,51.44640,-90.21420,0,0
CYPN,49.83640,-64.28860,0,0
CYPQ,44.23225,-78.36205,0,0
CYPR,54.28610,-130.44501,0,0
CYPW,49.83420,-124.50000,0,0
CYPX,60.05060,-77.28690,0,0
CYPY,58.76720,-111.11700,0,0
CYPZ,54.37640,-125.95100,0,0
CYQA,44.97538,-79.30655,0,0
CYQB,46.79110,-71.39330,0,0
CYQD,53.97140,-101.09100,0,0
CYQF,52.18220,-113.89400,0,0
CYQG,42.27560,-82.95560,0,0
CYQH,60.11684,-128.82199,0,0
CYQI,43.82690,-66.08810,0,0
CYQK,49.78830,-94.36310,0,0
CYQL,49.63030,-112.80000,0,0
CYQM,46.11319,-64.67719,0,0
CYQN,50.18280,-86.69640,0,0
CYQQ,49.71080,-124.88700,0,0
CYQR,50.43194,-104.66091,0,0
CYQS,42.77000,-81.11080,0,0
CYQT,48.37190,-89.32390,0,0
CYQU,55.17970,-118.88500,0,0
CYQV,51.26470,-102.46200,0,0
CYQW,52.76941,-108.24374,0,0
CYQX,48.93626,-54.56772,0,0
CYQY,46.16107,-60.04976,0,0
CYQZ,53.02610,-122.51000,0,0
CYRB,74.71690,-94.96940,0,0
CYRI,47.76440,-69.58470,0,0
CYRJ,48.51967,-72.26574,0,0
CYRL,51.06690,-93.79310,0,0
CYRO,45.46050,-75.64400,0,0
CYRP,45.31920,-76.02220,0,0
CYRQ,46.35280,-72.67940,0,0
CYRT,62.81140,-92.11580,0,0
CYRV,50.96225,-118.18426,0,0
CYSB,46.62500,-80.79890,0,0
CYSC,45.43860,-71.69140,0,0
CYSF,59.25030,-105.84100,0,0
CYSG,46.09640,-70.71470,0,0
CYSH,44.94580,-75.94060,0,0
CYSJ,45.31610,-65.89030,0,0
CYSL,47.15710,-67.83624,0,0
CYSM,60.02030,-111.96200,0,0
CYSN,43.19160,-79.17169,0,0
CYSP,48.75530,-86.34440,0,0
CYSU,46.44060,-63.83360,0,0
CYTA,45.86440,-77.25170,0,0
CYTF,48.50890,-71.64190,0,0
CYTH,55.80110,-97.86420,0,0
CYTR,44.11890,-77.52810,0,0
CYTS,48.56970,-81.37670,0,0
CYTZ,43.62785,-79.39553,0,0
CYUL,45.46784,-73.74229,0,0
CYUX,68.77610,-81.24250,0,0
CYUY,48.20610,-78.83560,0,0
CYVB,48.07110,-65.46030,0,0
CYVC,55.15140,-105.26200,0,0
CYVD,49.87830,-100.91800,0,0
CYVK,50.24616,-119.33096,0,0
CYVO,48.05330,-77.78280,0,0
CYVP,58.09610,-68.42690,0,0
CYVQ,65.28160,-126.79800,0,0
CYVR,49.19390,-123.18400,0,0
CYVV,44.74580,-81.10720,0,0
CYWG,49.91000,-97.23990,0,0
CYWK,52.92190,-66.86440,0,0
CYWL,52.18310,-122.05400,0,0
CYWY,63.20940,-123.43700,0,0
CYXC,49.61080,-115.78200,0,0
CYXE,52.17072,-106.70079,0,0
CYXH,50.01890,-110.72100,0,0
CYXJ,56.23810,-120.74000,0,0
CYXK,48.47764,-68.49632,0,0
CYXL,50.11390,-91.90530,0,0
CYXQ,62.41030,-140.86700,0,0
CYXR,47.69740,-79.84735,0,0
CYXS,53.88431,-122.66655,0,0
CYXT,54.46850,-128.57601,0,0
CYXU,43.03285,-81.14900,0,0
CYXX,49.02530,-122.36100,0,0
CYXY,60.70853,-135.06571,0,0
CYXZ,47.96670,-84.78670,0,0
CYYB,46.36360,-79.42280,0,0
CYYC,51.11882,-114.00993,0,0
CYYD,54.82470,-127.18300,0,0
CYYE,58.83640,-122.59700,0,0
CYYF,49.46310,-119.60200,0,0
CYYG,46.28891,-63.12517,0,0
CYYJ,48.64720,-123.42779,0,0
CYYL,56.86390,-101.07600,0,0
CYYN,50.29190,-107.69100,0,0
CYYQ,58.73920,-94.06500,0,0
CYYR,53.31920,-60.42580,0,0
CYYT,47.61860,-52.75190,0,0
CYYU,49.41159,-82.46964,0,0
CYYW,50.29030,-88.90970,0,0
CYYY,48.60860,-68.20810,0,0
CYYZ,43.67594,-79.62942,0,0
CYZE,45.88530,-82.56780,0,0
CYZF,62.46280,-114.44000,0,0
CYZH,55.29295,-114.77728,0,0
CYZP,53.25430,-131.81400,0,0
CYZR,42.99940,-82.30890,0,0
CYZS,64.19330,-83.35940,0,0
CYZT,50.68060,-127.36700,0,0
CYZU,54.14390,-115.78700,0,0
CYZV,50.22330,-66.26560,0,0
CYZW,60.17280,-132.74300,0,0
CYZX,44.98440,-64.91690,0,0
CYZY,55.29779,-123.13391,0,0
CZAM,50.68280,-119.22900,0,0
CZBB,49.07434,-123.00688,0,0
CZBF,47.62970,-65.73890,0,0
CZBM,45.29080,-72.74140,0,0
CZEE,56.03750,-96.50970,0,0
CZFA,62.20750,-133.37601,0,0
CZGF,49.01560,-118.43100,0,0
CZJG,54.51890,-98.04610,0,0
CZJN,52.12060,-101.23600,0,0
CZLQ,55.31890,-97.70780,0,0
CZMN,55.58890,-97.16420,0,0
CZMT,54.02750,-132.12500,0,0
CZPC,49.52043,-113.99700,0,0
CZSJ,53.06420,-93.34440,0,0
CZST,55.93541,-129.98243,0,0
CZUC,49.42820,-91.72042,0,0
DAAB,36.50360,2.81417,0,0
DAAD,35.33250,4.20639,0,0
DAAE,36.71255,5.06991,0,0
DAAG,36.69389,3.21453,0,0
DAAJ,24.28545,9.46365,0,0
DAAK,36.54580,2.87611,0,1
DAAN,26.71242,0.28822,0,1
DAAP,26.72350,8.62265,0,0
DAAS,36.17849,5.32991,0,0
DAAT,22.81099,5.45083,0,0
DAAV,36.79413,5.87365,0,0
DAAY,33.53590,-0.24235,0,0
DAAZ,35.75296,0.62588,0,0
DABB,36.82678,7.81334,0,0
DABC,36.27600,6.62039,0,0
DAEO,35.87436,7.26774,0,1
DABS,35.43160,8.12072,0,0
DABT,35.75210,6.30859,0,0
DAFH,32.93040,3.31154,0,0
DAOB,35.34110,1.46315,0,0
DAOE,35.73540,-0.80539,0,1
DAOF,27.70040,-8.16710,0,0
DAOI,36.21661,1.34111,0,0
DAOL,35.54240,-0.53228,0,0
DAON,35.01273,-1.45712,0,0
DAOO,35.62065,-0.62249,0,0
DAOR,31.64570,-2.26986,0,0
DAOV,35.20770,0.14714,0,0
DATM,21.37780,0.92698,0,0
DAUA,27.83760,-0.18641,0,0
DAUB,34.79318,5.73890,0,0
DAUE,30.58073,2.86159,0,0
DAUG,32.38410,3.79411,0,0
DAUH,31.67300,6.14044,0,0
DAUI,27.25100,2.51202,0,0
DAUK,33.06780,6.08867,0,0
DAUL,33.76440,2.92834,0,0
DAUO,33.51140,6.77679,0,0
DAUT,29.23710,0.27603,0,0
DAUU,31.91720,5.41278,0,0
DAUZ,28.05150,9.64291,0,0
DBBB,6.35723,2.38435,0,0
DFFD,12.35320,-1.51242,0,0
DFOO,11.16010,-4.33097,0,0
DGAA,5.60519,-0.16679,0,0
DGAH,6.57969,0.53255,0,0
DGLE,9.55391,-0.86606,0,0
DGSI,6.71456,-1.59082,0,0
DGSN,7.36183,-2.32876,0,0
DGTK,4.89606,-1.77476,0,0
DIAP,5.26139,-3.92629,0,0
DIBK,7.73880,-5.07367,0,0
DIDL,6.79281,-6.47319,0,0
DIKO,9.38718,-5.55666,0,0
DIMN,7.27207,-7.58736,0,0
DISP,4.74672,-6.66082,0,0
DIYO,6.90317,-5.36558,0,0
DNKT,13.00780,7.66045,0,0
DNAA,9.00679,7.26317,0,0
DNAI,4.87250,8.09300,0,0
DNAK,7.24674,5.30101,0,0
DNAS,6.20417,6.66528,0,0
DNBC,10.48283,9.74400,0,0
DNBE,6.31698,5.59950,0,0
DNBY,4.95759,6.20333,0,0
DNCA,4.97602,8.34720,0,0
DNEN,6.47372,7.56046,0,0
DNGO,10.29889,10.90000,0,0
DNGU,12.17286,6.69614,0,0
DNIB,7.36246,3.97833,0,0
DNIL,8.44021,4.49392,0,0
DNIM,5.42706,7.20603,0,0
DNJO,9.63983,8.86905,0,0
DNKA,10.69600,7.32011,0,0
DNKN,12.04561,8.52357,0,0
DNMA,11.85416,13.08070,0,0
DNMK,7.70388,8.61394,0,0
DNMM,6.57737,3.32116,0,0
DNMN,9.65217,6.46226,0,0
DNPO,5.01549,6.94959,0,0
DNSO,12.91573,5.20755,0,0
DNSU,5.59821,5.81870,0,0
DNYO,9.25755,12.43040,0,0
DNZA,11.13020,7.68581,0,0
DRRM,13.50250,7.12675,0,0
DRRN,13.48150,2.18361,0,0
DRRT,14.87570,5.26536,0,0
DRZA,16.96600,8.00011,0,0
DRZR,13.77900,8.98376,0,0
DTKA,36.98000,8.87694,0,0
DTMB,35.75810,10.75470,0,0
DTNH,36.07583,10.43861,0,0
DTTA,36.85100,10.22720,0,0
DTTB,37.24236,9.78702,0,1
DTTD,32.30620,10.38210,0,1
DTTF,34.42200,8.82250,0,0
DTTG,33.73369,9.91941,0,0
DTTJ,33.87372,10.77730,0,0
DTTR,31.70430,9.25462,0,0
DTTX,34.71800,10.69100,0,0
DTTZ,33.93970,8.11056,0,0
DXNG,9.76667,1.09094,0,0
DXXX,6.16561,1.25451,0,0
EBAW,51.19067,4.46315,0,0
EBBE,50.75860,4.76833,0,1
EBBL,51.16830,5.47000,0,1
EBBR,50.90140,4.48444,0,0
EBBX,49.89148,5.22741,0,1
EBCI,50.46196,4.45956,0,0
EBCV,50.57580,3.83100,0,1
EBFN,51.09030,2.65278,0,1
EBFS,50.24330,4.64583,0,1
EBKT,50.81888,3.20955,0,0
EBLG,50.63857,5.44390,0,0
EBMB,50.91342,4.49101,0,1
EBOS,51.19980,2.87467,0,0
EBSL,50.94935,5.59355,0,1
EBSU,50.03440,5.44081,0,1
EBUL,51.14420,3.47556,0,1
EBWE,51.39480,4.96019,0,1
EDAC,50.98195,12.50639,0,0
EDAH,53.87870,14.15230,0,0
EDBN,53.60220,13.30600,0,0
EDBR,51.36333,14.95000,0,0
EDDB,52.36174,13.50234,0,0
EDDC,51.13412,13.76783,0,0
EDDE,50.97828,10.96071,0,0
EDDF,50.02671,8.55835,0,0
EDDG,52.13382,7.68848,0,0
EDDH,53.63040,9.98823,0,0
EDDK,50.86590,7.14274,0,0
EDDL,51.28950,6.76678,0,0
EDDM,48.35380,11.78610,0,0
EDDN,49.49870,11.07806,0,0
EDDP,51.42066,12.23270,0,0
EDDR,49.21455,7.10973,0,0
EDDS,48.68990,9.22196,0,0
EDDV,52.46110,9.68508,0,0
EDDW,53.04679,8.78932,0,0
EDFE,49.96000,8.64304,0,0
EDFH,49.94635,7.26173,0,0
EDFM,49.47306,8.51417,0,0
EDFZ,49.96750,8.14722,0,0
EDGE,50.99160,10.47973,0,0
EDGS,50.70770,8.08297,0,0
EDHI,53.53528,9.83556,0,0
EDHK,54.37957,10.14527,0,0
EDHL,53.80540,10.71920,0,0
EDJA,47.98809,10.23825,0,0
EDLI,51.96472,8.54444,0,0
EDLN,51.23028,6.50444,0,0
EDLP,51.61253,8.61746,0,0
EDLV,51.60136,6.14123,0,0
EDLW,51.51830,7.61224,0,0
EDMA,48.42528,10.93167,0,0
EDML,48.51202,12.03486,0,0
EDMO,48.08140,11.28310,0,0
EDNY,47.67130,9.51149,0,0
EDQA,49.92040,10.91423,0,0
EDQD,49.98500,11.64000,0,0
EDQM,50.28854,11.85288,0,0
EDSB,48.77940,8.08050,0,0
EDTD,47.97333,8.52222,0,0
EDTL,48.36930,7.82772,0,0
EDTM,48.05389,9.37278,0,0
EDTY,49.11833,9.78389,0,0
EDUZ,52.00083,12.14861,0,0
EDVE,52.31920,10.55610,0,0
EDVK,51.41839,9.39164,0,0
EDXW,54.91320,8.34047,0,0
EEEI,59.25960,24.20480,0,1
EEKA,58.99080,22.83070,0,0
EEKE,58.22990,22.50950,0,0
EEPU,58.41900,24.47280,0,0
HEBR,23.98044,35.46028,0,1
EETN,59.41325,24.83264,0,0
EETU,58.30744,26.68647,0,0
EFET,68.36260,23.42430,0,0
EFHA,61.85604,24.78669,0,0
EFHK,60.31836,24.96334,0,0
EFIT,62.16610,30.07360,0,0
EFIV,68.60730,27.40530,0,0
EFJO,62.65881,29.61940,0,0
EFJY,62.39950,25.67830,0,0
EFKA,63.12710,23.05140,0,0
EFKE,65.77870,24.58210,0,0
EFKI,64.28550,27.69240,0,0
EFKJ,62.46321,22.39082,0,0
EFKK,63.72120,23.14310,0,0
EFKS,65.98760,29.23940,0,0
EFKT,67.70100,24.84680,0,0
EFKU,63.00710,27.79780,0,0
EFLP,61.04460,28.14474,0,0
EFMA,60.12220,19.89820,0,0
EFMI,61.68660,27.20180,0,0
EFOU,64.93010,25.35460,0,0
EFPO,61.46170,21.80000,0,0
EFPR,60.47917,26.59389,0,0
EFRO,66.56333,25.82975,0,0
EFSA,61.94310,28.94510,0,0
EFSI,62.69210,22.83230,0,0
EFSO,67.39500,26.61910,0,0
EFTP,61.41410,23.60440,0,0
EFTU,60.51410,22.26280,0,0
EFUT,60.89640,26.93840,0,1
EFVA,63.05023,21.76254,0,0
EFVR,62.17110,27.86860,0,0
EFYL,64.05472,24.72528,0,0
EGAA,54.65750,-6.21583,0,0
EGAB,54.39827,-7.65118,0,0
EGAC,54.61810,-5.87250,0,0
EGAE,55.04280,-7.16111,0,0
EGBB,52.45390,-1.74803,0,0
EGBJ,51.89420,-2.16722,0,0
EGBN,52.92000,-1.07917,0,0
EGCC,53.34938,-2.27952,0,0
EGDC,51.08720,-4.15034,0,0
EGDM,51.15220,-1.74741,0,0
EGDR,50.08610,-5.25571,0,0
EGSY,51.40523,-3.43325,0,0
EGDY,51.00940,-2.63882,0,0
EGEC,55.43720,-5.68639,0,0
EGED,59.19060,-2.77222,0,0
EGFE,51.83310,-4.96111,0,0
EGFF,51.39670,-3.34333,0,0
EGFH,51.60137,-4.07101,0,0
EGGD,51.38233,-2.71645,0,0
EGGP,53.33486,-2.84964,0,0
EGGW,51.87470,-0.36833,0,0
EGHH,50.78048,-1.83958,0,0
EGHI,50.95030,-1.35680,0,0
EGHL,51.18744,-1.03166,0,0
EGHQ,50.44060,-4.99541,0,0
EGJA,49.70610,-2.21472,0,0
EGJB,49.43500,-2.60197,0,0
EGJJ,49.20790,-2.19551,0,0
EGKA,50.83560,-0.29722,0,0
EGKB,51.33080,0.03250,0,0
EGKK,51.14874,-0.18574,0,0
EGLC,51.50530,0.05528,0,0
EGLF,51.27580,-0.77633,0,0
EGLK,51.32390,-0.84750,0,0
EGLL,51.47075,-0.45991,0,0
EGMC,51.57056,0.69363,0,0
EGMD,50.95625,0.93907,0,0
EGNC,54.93750,-2.80917,0,0
EGNH,53.77170,-3.02861,0,0
EGNJ,53.57615,-0.34954,0,0
EGNL,54.12861,-3.26750,0,0
EGNM,53.86590,-1.66057,0,0
EGNO,53.74510,-2.88306,0,0
EGNR,53.17810,-2.97778,0,0
EGNS,54.08308,-4.62387,0,0
EGNT,55.03796,-1.68958,0,0
EGNV,54.50920,-1.42941,0,0
EGNX,52.83110,-1.32806,0,0
EGOM,55.05000,-2.55000,0,1
EGOQ,53.25860,-4.37355,0,1
EGOS,52.79820,-2.66804,0,1
EGOV,53.24810,-4.53534,0,0
EGOW,53.58160,-3.05552,0,1
EGPA,58.95790,-2.90508,0,0
EGPB,59.87890,-1.29556,0,0
EGPC,58.45890,-3.09306,0,0
EGPD,57.20190,-2.19778,0,0
EGPE,57.54250,-4.04750,0,0
EGPF,55.87190,-4.43306,0,0
EGPH,55.95014,-3.37229,0,0
EGPI,55.68271,-6.25753,0,0
EGPK,55.50150,-4.57718,0,0
EGPL,57.48110,-7.36278,0,0
EGPN,56.45250,-3.02583,0,0
EGPO,58.21560,-6.33111,0,0
EGPR,57.02280,-7.44306,0,0
EGPU,56.49920,-6.86917,0,0
EGQL,56.37398,-2.86886,0,0
EGQS,57.70520,-3.33917,0,1
EGSC,52.20500,0.17500,0,0
EGSH,52.67580,1.28278,0,0
EGSS,51.88500,0.23500,0,0
EGTC,52.07220,-0.61667,0,0
EGTE,50.73426,-3.41398,0,0
EGTK,51.83690,-1.32000,0,0
EGUB,51.61437,-1.09599,0,1
EGUD,51.69061,-1.31657,0,1
EGUL,52.40954,0.56116,0,1
EGUN,52.36190,0.48641,0,1
EGUW,52.12745,0.95619,0,0
EGVA,51.68357,-1.78917,0,1
EGVL,51.86648,-1.69498,0,1
EGVN,51.75000,-1.58362,0,1
EGVO,51.23410,-0.94283,0,1
EGWC,52.64052,-2.30533,0,1
EGWE,52.01820,-0.30385,0,1
EGWN,51.79070,-0.73797,0,1
EGWU,51.55300,-0.41817,0,1
EGXC,53.09300,-0.16601,0,1
EGXE,54.29719,-1.53894,0,1
EGCM,53.83475,-1.19468,0,0
EGXH,52.34260,0.77294,0,1
EGXT,52.61260,-0.47645,0,1
EGXW,53.16620,-0.52381,0,1
EGXY,53.02280,-0.91111,0,1
EGXZ,54.20412,-1.38027,0,1
EGYD,53.02731,-0.49310,0,1
EGYE,52.96062,-0.55943,0,1
EGYM,52.64840,0.55069,0,1
EGYP,-51.82264,-58.44578,0,1
EHAM,52.30860,4.76389,0,0
EHBD,51.25530,5.60139,0,0
EHBK,50.91109,5.76940,0,0
EHDL,52.06060,5.87306,0,1
EHEH,51.45010,5.37453,0,0
EHGG,53.11911,6.57765,0,0
EHGR,51.56740,4.93183,0,1
EHKD,52.92340,4.78062,0,1
EHLE,52.45319,5.51462,0,0
EHLW,53.22860,5.76056,0,1
EHRD,51.95690,4.43722,0,0
EHTW,52.27583,6.88917,0,0
EHVK,51.65722,5.70778,0,1
EHWO,51.44910,4.34203,0,1
EICK,51.84130,-8.49111,0,0
EIDL,55.04420,-8.34100,0,0
EIDW,53.42871,-6.26212,0,0
EIKN,53.91044,-8.81700,0,0
EIKY,52.18090,-9.52378,0,0
EIME,53.30170,-6.45133,0,1
EINN,52.70200,-8.92482,0,0
EISG,54.28020,-8.59921,0,0
EIWF,52.18720,-7.08696,0,0
EIWT,53.35162,-6.49036,0,0
EKAH,56.30333,10.61829,0,0
EKBI,55.74034,9.15702,0,0
EKCH,55.61790,12.65600,0,0
EKEB,55.52590,8.55340,0,0
